,Facility Name,Location Type,Operator,Open,Hours of Operation,Accessibility,Restroom Type,Changing Stations,Additional Notes,Website,Latitude,Longitude,Address
958,"Morningside Heights Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/morningside-heights,40.806139,-73.964777,"Broadway Residence Hall, 2900, Broadway, Manhattan Community Board 9, Manhattan, New York County, New York, 10025, United States"
959,"East Elmhurst Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/east-elmhurst,40.76243,-73.873868,"Queens Library, 95-06, Astoria Boulevard, East Elmhurst, Queens, New York, 11369, United States"
960,Christopher J. Igneri Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.60873,-74.119467,"204, Schmidts Lane, Castleton Corners, Staten Island, Richmond County, New York, 10314, United States"
961,Silent Springs Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.749652,-73.823162,"Silent Springs Playground, Colden Street, Queens, New York, 11355, United States"
962,Fresh Meadows Playground,Park,NYC Parks,,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.734447,-73.796195,"Fresh Meadows Playground, 67th Avenue, Pomonok, Queens, New York, 11365, United States"
963,"Pomonok Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/pomonok,40.732933,-73.810096,"Electric Industry Center, Jewel Avenue, Pomonok, Queens, New York, 11365, United States"
964,Playground 52 LII,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.815446,-73.901445,"Junior High School 52, 681, Kelly Street, Bronx County, The Bronx, New York, 10455, United States"
965,John Street Snack Bar,Park,NYC Parks Concessionaire,Year Round,"8am-4pm, Open later seasonally",,,,,,40.705585,-74.003725,"Pier 16 Tickets, East River Esplanade, Manhattan Community Board 1, Manhattan, New York County, New York, 10038, United States"
966,Edmonds Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.689246,-73.971727,"Junior High School 113, 300, Adelphi Street, Brooklyn, Kings County, New York, 11205, United States"
967,"Castle Hill Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/castle-hill,40.826638,-73.850172,"Castle Hill Library, 947, Castle Hill Avenue, Unionport, Bronx County, The Bronx, New York, 10473, United States"
968,"Kings Highway Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/kings-highway,40.610265,-73.953107,"Brooklyn Public Library, Kings Highway branch, 2115, Ocean Avenue, Brooklyn, Kings County, New York, 11229, United States"
969,Corporal John A. Seravalli Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.738938,-74.004667,"34, Horatio Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
970,Alfred E. Smith Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.71104,-73.997394,"Catherine Street Family Respite Shelter, 78, Catherine Slip, Manhattan Community Board 3, Manhattan, New York County, New York, 10038, United States"
971,Randall's Island Sunken Meadow,Park,NYC Parks,Year Round,"Fall, spring summer: 7am - 9pm. Winter: 7am - 5:30pm",Fully Accessible,,,,,40.795552,-73.918906,"35, Central Road, Manhattan Community Board 11, Manhattan, New York County, New York, 10035, United States"
972,"67th Street Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/67th-street,40.764923,-73.959551,"67th Street Library, 328, East 67th Street, Manhattan Community Board 8, Manhattan, New York County, New York, 10065, United States"
973,Chelsea Waterside Park,Park,Hudson River Park,Year Round,8am - 12am,Fully Accessible,,,,,40.74936,-74.007768,"Chelsea Waterside Field, West 24th Street, Manhattan Community Board 4, Manhattan, New York County, New York, 10199, United States"
974,,,,,,,,,,,,,
975,"South Jamaica Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),No,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/south-jamaica,40.695619,-73.790213,"South Jamaica Branch Queens Borough Public Library, 108-41, Guy R. Brewer Boulevard, Jamaica, Queens, New York, 11433, United States"
976,,,,,,,,,,,,,
977,Corlears Hook Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.711748,-73.979789,"441, Cherry Street, Lower East Side, Manhattan, New York County, New York, 10002, United States"
978,Moore Homestead Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.742342,-73.882357,"Elmhurst Avenue (M,R), Vietor Avenue, Elmhurst, Queens, New York, 11373, United States"
979,North Riverside Blvd and Slopes,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.779719,-73.988404,"Pier i Cafe, West Side Highway, Upper West Side, Manhattan, New York County, New York, 10069, United States"
980,"Mott Haven Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/mott-haven,40.811598,-73.924383,"Mott Haven Library, 321, East 140th Street, Mott Haven, Bronx County, The Bronx, New York, 10454, United States"
981,Rochdale Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.674123,-73.774418,"133-39, Guy R. Brewer Boulevard, Rochdale Village, Queens, New York, 11434, United States"
982,,,,,,,,,,,,,
983,Farm Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.736061,-73.777254,"Fresh Meadows, Queens County, New York, 11365, United States"
984,St. Nicholas Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.815639,-73.94903,"Saint Nicholas Avenue & West 133rd Street, Saint Nicholas Avenue, Manhattan Community Board 9, Manhattan, New York County, New York, 10040, United States"
985,Carousel,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.700735,-73.855206,"Forest Park Visitor Center, Woodhaven Boulevard, Brooklyn Manor, Queens, New York, 11416, United States"
986,"Park Slope Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/park-slope,40.668243,-73.983457,"Park Slope Library, 431, 6th Avenue, Brooklyn, Kings County, New York, 11215, United States"
987,Vito Locascio Field,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.670107,-73.844611,"90-17, 149th Avenue, Ozone Park, Queens, New York, 11417, United States"
988,"Charleston Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/charleston,40.531061,-74.232184,"Charleston Library, 225, Bricktown Way, Staten Island, Richmond County, New York, 10309, United States"
989,Hudson River Park Pier 45,Park,Hudson River Park,Year Round,7am - 12am,Fully Accessible,,,,,40.732905,-74.010783,"Pier 45 Comfort Station, 389, West Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
990,"Columbus Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 11:00 am - 7:00 pm   
Thursday: 11:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/columbus,40.764943,-73.991222,"Columbus Library, 742, 10th Avenue, Clinton, Manhattan Community Board 4, Manhattan, New York County, New York, 10019, United States"
991,Canarsie Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.62897,-73.895973,"9006, Seaview Avenue, Brooklyn, Kings County, New York, 11236, United States"
992,Indian Field,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.895944,-73.879017,"East 233rd Street, Bronx County, The Bronx, New York, 10466, United States"
993,175th Street Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.844555,-73.89466,"NYC Health + Hospitals, Gotham Health Tremont, 1826, Arthur Avenue, East Tremont, Bronx County, The Bronx, New York, 10457, United States"
994,,,,,,,,,,,,,
995,Sperandeo Brothers Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.677632,-73.88425,"350, Linwood Street, East New York, Brooklyn, Kings County, New York, 11208, United States"
996,"Tottenville Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm 
Wednesday: 11:00 am -6:00 pm 
Thursday: 11:00 am - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,Changing Table inside community room,https://www.nypl.org/locations/tottenville,40.509539,-74.244108,"Tottenville Library, 7430, Amboy Road, Tottenville, Staten Island, Richmond County, New York, 10307, United States"
997,Harris Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.875284,-73.892699,"3034, Goulden Avenue, Bedford Park, Bronx County, The Bronx, New York, 10468, United States"
998,,,,,,,,,,,,,
999,Colucci Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.85247,-73.834676,"2071, Mayflower Avenue, Pelham Bay, Bronx County, The Bronx, New York, 10461, United States"
1000,,,,,,,,,,,,,
1001,Marion Hopkinson Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.681851,-73.913359,"468, Chauncey Street, Brooklyn, Kings County, New York, 11233, United States"
1002,Captain Mario Fajardo Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.745029,-73.817257,"Cricket-01, Kissena Park Greenway, Queens, New York, 11355, United States"
1003,World's Fair Playground,Park,NYC Parks,,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.73717,-73.845753,"World's Fair Playground, Grand Central Parkway, Forest Hills, Queens, New York, 11375, United States"
1004,Baisley Park South,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.669127,-73.788667,"Baisley Park South, 150th Street, Queens, New York, 11436, United States"
1005,"Kingsbridge Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/kingsbridge,40.880708,-73.907707,"Kingsbridge Library, 291, West 231st Street, Kingsbridge, Bronx County, The Bronx, New York, 10463, United States"
1006,Vernon Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.757034,-73.947368,"40-50, Vernon Boulevard, Queensbridge, Queens, New York, 11101, United States"
1007,Seward Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.714723,-73.989061,"2, Essex Street, Manhattan Community Board 3, Manhattan, New York County, New York, 10002, United States"
1008,Corona Golf Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.747759,-73.854036,"46-02, 111th Street, Corona, Queens, New York, 11368, United States"
1009,Riverbend Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.871911,-73.905983,"2700, Bailey Avenue, Kingsbridge, Bronx County, The Bronx, New York, 10463, United States"
1010,Arcilla Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.827172,-73.914585,"Junior High School 145, East 165th Street, Melrose, Bronx County, The Bronx, New York, 10456, United States"
1011,Star Spangled Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.691691,-73.957832,"Intermediate School 117, Willoughby Avenue, Clinton Hill, Brooklyn, Kings County, New York, 11205, United States"
1012,Squibb Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.701061,-73.995386,"58, Columbia Heights, Dumbo, Brooklyn, Kings County, New York, 11201, United States"
1013,Northwest Reservoir,Park,NYC Parks,Year Round,7am - dusk,Not Accessible,Multi-Stall W/M Restrooms,,,,40.789439,-73.961894,"Central Park Tennis Center, 97th Street Transverse, Manhattan, New York County, New York, 10025, United States"
1014,Madison Square Park APT,Public Plaza,NYC DOT/JCDecaux,Year Round,8am-8pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,This unit costs $.25 to use.,https://portal.311.nyc.gov/article/?kanumber=KA-02226,40.741309,-73.987845,"Flatiron District, Manhattan, New York County, New York, United States"
1015,Lily Brown Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.838909,-73.946009,"Lily Brown Playground, Riverside Drive, Manhattan Community Board 12, Manhattan, New York County, New York, 10032, United States"
1016,Mill Pond Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.824452,-73.931499,"Bronx County, The Bronx, New York, 10039, United States"
1017,Rufus King Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.703339,-73.803382,"King Manor Museum, 150-05, Jamaica Avenue, Jamaica, Queens, New York, 11432, United States"
1018,"Washington Irving Library, BPL",Library,BPL,Year Round,,Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/washington-irving,40.697503,-73.912202,"360, Irving Avenue, Brooklyn, Kings County, New York, 11237, United States"
1019,River Run Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.78733,-73.982087,"River Run Playground, Henry Hudson Parkway, Upper West Side, Manhattan, New York County, New York, 10024, United States"
1020,Behagen Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.825528,-73.900952,"1054, Tinton Avenue, Morrisania, Bronx County, The Bronx, New York, 10456, United States"
1021,"Paerdegat Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/paerdegat,40.632645,-73.919986,"Paerdegat Branch Brooklyn Public Library, 850, East 59th Street, Paerdegat, Brooklyn, Kings County, New York, 11234, United States"
1022,"Ravenswood Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: Closed 
Saturday: Closed",,Single-Stall All Gender Restroom(s),No,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/ravenswood,40.760688,-73.936405,"35-32, 21st Street, Ravenswood Houses, Queens, New York, 11106, United States"
1023,"Dyker Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/dyker,40.616316,-74.01199,"Brooklyn Public Library Dyker Branch, 8202, 13th Avenue, Brooklyn, Kings County, New York, 11228, United States"
