Facility Name,Location Type,Operator,Open,Hours of Operation,Accessibility,Restroom Type,Changing Stations,Additional Notes,Website,Latitude,Longitude
J. Hood Wright Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.846453,-73.940764
Spirit Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.761387,-73.941316
,,,,,,,,,,,
Willow Lake Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.722504,-73.837091
Bush Terminal Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.653348,-74.019219
Coney Island Beach Zone 7a,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.571665,-73.992294
The Great Hill,Park,Central Park Conservancy,Seasonal,7am - dusk,Not Accessible,Multi-Stall W/M Restrooms,,,,40.797329,-73.959063
Story Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.822979,-73.863106
Golconda Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.697972,-73.98284
Breukelen Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.653733,-73.893975
River Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.843174,-73.877344
Curtis Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.640805,-73.917601
Betsy Head Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.661939,-73.914409
"Highlawn Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/highlawn,40.605701,-73.986248
Grand Army Plaza APT,Public Plaza,NYC DOT/JCDecaux,Year Round,8am-8pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,This unit costs $.25 to use.,https://portal.311.nyc.gov/article/?kanumber=KA-02226,40.672237,-73.969074
Dyker Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.61308,-74.013153
Fort Tryon Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.860769,-73.93276
Detective Keith L Williams Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.70398,-73.785145
Stockton Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.697121,-73.948607
Wildlife Sanctuary & 119th St. Tennis Courts,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.811329,-73.965653
Gun Hill Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.874675,-73.865424
"Chatham Square Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 9:00 am - 7:00 pm 
Tuesday: 9:00 am - 7:00 pm 
Wednesday: 9:00 am - 7:00 pm 
Thursday: 9:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/chatham-square,40.713341,-73.996491
Rolph Henry Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.655685,-73.947495
Alley Pond Park Zone 2,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.741956,-73.739958
"Fort Hamilton Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/fort-hamilton,40.616381,-74.031371
Newtown Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.73625,-73.869826
Prospect Park Indoor Tennis,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.651267,-73.970257
,,,,,,,,,,,
725 Fifth Avenue POPS,Privately Owned Public Space,The Trump Organization,Year Round,Everyday 8:00 am-10:00 pm,,Multi-Stall W/M Restrooms,"""Yes, in women's restroom only""",,,40.762319,-73.973895
,,,,,,,,,,,
"Morningside Heights Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/morningside-heights,40.806139,-73.964777
"East Elmhurst Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/east-elmhurst,40.76243,-73.873868
Christopher J. Igneri Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.60873,-74.119467
Silent Springs Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.749652,-73.823162
Fresh Meadows Playground,Park,NYC Parks,,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.734447,-73.796195
"Pomonok Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/pomonok,40.732933,-73.810096
Playground 52 LII,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.815446,-73.901445
John Street Snack Bar,Park,NYC Parks Concessionaire,Year Round,"8am-4pm, Open later seasonally",,,,,,40.705585,-74.003725
Edmonds Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.689246,-73.971727
"Castle Hill Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/castle-hill,40.826638,-73.850172
"Kings Highway Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/kings-highway,40.610265,-73.953107
Corporal John A. Seravalli Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.738938,-74.004667
Alfred E. Smith Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.71104,-73.997394
Randall's Island Sunken Meadow,Park,NYC Parks,Year Round,"Fall, spring summer: 7am - 9pm. Winter: 7am - 5:30pm",Fully Accessible,,,,,40.795552,-73.918906
"67th Street Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/67th-street,40.764923,-73.959551
Chelsea Waterside Park,Park,Hudson River Park,Year Round,8am - 12am,Fully Accessible,,,,,40.74936,-74.007768
,,,,,,,,,,,
"South Jamaica Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),No,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/south-jamaica,40.695619,-73.790213
,,,,,,,,,,,
Corlears Hook Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.711748,-73.979789
Moore Homestead Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.742342,-73.882357
North Riverside Blvd and Slopes,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.779719,-73.988404
"Mott Haven Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/mott-haven,40.811598,-73.924383
Rochdale Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.674123,-73.774418
,,,,,,,,,,,
Farm Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.736061,-73.777254
St. Nicholas Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.815639,-73.94903
Carousel,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.700735,-73.855206
"Park Slope Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/park-slope,40.668243,-73.983457
Vito Locascio Field,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.670107,-73.844611
"Charleston Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/charleston,40.531061,-74.232184
Hudson River Park Pier 45,Park,Hudson River Park,Year Round,7am - 12am,Fully Accessible,,,,,40.732905,-74.010783
"Columbus Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 11:00 am - 7:00 pm   
Thursday: 11:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/columbus,40.764943,-73.991222
Canarsie Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.62897,-73.895973
Indian Field,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.895944,-73.879017
175th Street Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.844555,-73.89466
,,,,,,,,,,,
Sperandeo Brothers Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.677632,-73.88425
"Tottenville Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm 
Wednesday: 11:00 am -6:00 pm 
Thursday: 11:00 am - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,Changing Table inside community room,https://www.nypl.org/locations/tottenville,40.509539,-74.244108
Harris Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.875284,-73.892699
,,,,,,,,,,,
Colucci Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.85247,-73.834676
,,,,,,,,,,,
Marion Hopkinson Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.681851,-73.913359
Captain Mario Fajardo Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.745029,-73.817257
World's Fair Playground,Park,NYC Parks,,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.73717,-73.845753
Baisley Park South,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.669127,-73.788667
"Kingsbridge Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/kingsbridge,40.880708,-73.907707
Vernon Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.757034,-73.947368
Seward Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.714723,-73.989061
Corona Golf Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.747759,-73.854036
Riverbend Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.871911,-73.905983
Arcilla Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.827172,-73.914585
Star Spangled Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.691691,-73.957832
Squibb Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.701061,-73.995386
Northwest Reservoir,Park,NYC Parks,Year Round,7am - dusk,Not Accessible,Multi-Stall W/M Restrooms,,,,40.789439,-73.961894
Madison Square Park APT,Public Plaza,NYC DOT/JCDecaux,Year Round,8am-8pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,This unit costs $.25 to use.,https://portal.311.nyc.gov/article/?kanumber=KA-02226,40.741309,-73.987845
Lily Brown Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.838909,-73.946009
Mill Pond Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.824452,-73.931499
Rufus King Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.703339,-73.803382
"Washington Irving Library, BPL",Library,BPL,Year Round,,Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/washington-irving,40.697503,-73.912202
River Run Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.78733,-73.982087
Behagen Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.825528,-73.900952
"Paerdegat Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/paerdegat,40.632645,-73.919986
"Ravenswood Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: Closed 
Saturday: Closed",,Single-Stall All Gender Restroom(s),No,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/ravenswood,40.760688,-73.936405
"Dyker Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/dyker,40.616316,-74.01199
Bennett Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.853219,-73.937948
,,,,,,,,,,,
Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.74916,-73.803819
Sarsfield Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.620341,-73.93718
153 East 53rd Street POPS,Privately Owned Public Space,Boston Properties,Year Round,Everyday 7:00am-11:00pm,Fully Accessible,Multi-Stall W/M Restrooms,Yes,,,40.758406,-73.970038
Paerdegat Basin Marina 1,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.624409,-73.903769
Whitestone Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.791879,-73.808312
Terrace Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.613556,-74.098282
Cunningham Gas Station,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.725062,-73.771671
The High Line Zone 1,Park,NYC Parks,Year Round,,,,,,,40.739488,-74.008228
South Of Fountain Of The Planets,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.746717,-73.838559
Raymond Bush Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.686595,-73.939377
Hollis Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.706719,-73.75313
Meadow Lake Northeast,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.735856,-73.838481
Astoria Heights Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.761021,-73.911315
Grand Central Parkway Gas,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.767711,-73.865189
,,,,,,,,,,,
St. Andrew's Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.678808,-73.942012
"Astoria Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/astoria,40.772384,-73.928743
Captain Rivera Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.817949,-73.906798
,,,,,,,,,,,
"Cambria Heights Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/cambria-heights,40.695731,-73.741164
